project,file,size_kb,status
ambrose-bierce_poetry,002-shapes-of-clay-dedication.md,0.2,todo
ambrose-bierce_poetry,003-shapes-of-clay-preface.md,2.6,todo
ambrose-bierce_poetry,004-the-passing-show.md,3.2,todo
ambrose-bierce_poetry,005-elixir-vitae.md,1.7,todo
ambrose-bierce_poetry,006-convalescent.md,1.7,todo
ambrose-bierce_poetry,007-at-the-close-of-the-canvass.md,2.1,todo
ambrose-bierce_poetry,008-novum-organum.md,0.3,todo
ambrose-bierce_poetry,009-geotheos.md,1.1,todo
ambrose-bierce_poetry,010-politics.md,0.3,todo
ambrose-bierce_poetry,011-the-valley-of-dry-bones.md,1.4,todo
ambrose-bierce_poetry,012-polyphemus.md,1.0,todo
ambrose-bierce_poetry,013-in-defense.md,1.5,todo
ambrose-bierce_poetry,014-invocation.md,3.9,todo
ambrose-bierce_poetry,015-religion.md,0.4,todo
ambrose-bierce_poetry,016-two-socialists.md,1.8,todo
ambrose-bierce_poetry,017-a-morning-fancy.md,1.9,todo
ambrose-bierce_poetry,018-visions-of-sin.md,1.0,todo
ambrose-bierce_poetry,019-genius.md,1.5,todo
ambrose-bierce_poetry,020-the-town-of-dae.md,4.5,todo
ambrose-bierce_poetry,021-an-anarchist.md,0.9,todo
ambrose-bierce_poetry,022-an-offer-of-marriage.md,2.6,todo
ambrose-bierce_poetry,023-arma-virumque.md,0.4,todo
ambrose-bierce_poetry,024-on-a-proposed-crematory.md,1.8,todo
ambrose-bierce_poetry,025-a-demand.md,1.7,todo
ambrose-bierce_poetry,026-the-weather-wight.md,3.4,todo
ambrose-bierce_poetry,027-t-a-h.md,1.1,todo
ambrose-bierce_poetry,028-my-monument.md,0.5,todo
ambrose-bierce_poetry,029-mad.md,1.0,todo
ambrose-bierce_poetry,030-for-coercion-of-colombia.md,1.3,todo
ambrose-bierce_poetry,031-a-teagoing-admiral.md,1.4,todo
ambrose-bierce_poetry,032-the-wooer.md,1.4,todo
ambrose-bierce_poetry,033-silhouettes-of-orientals.md,1.2,todo
ambrose-bierce_poetry,034-land-of-the-pilgrim-s-pride.md,2.6,todo
ambrose-bierce_poetry,035-a-single-termer.md,0.6,todo
ambrose-bierce_poetry,036-a-plague-of-asses.md,1.3,todo
ambrose-bierce_poetry,037-in-cuba.md,1.5,todo
ambrose-bierce_poetry,038-for-a-certain-critic.md,1.9,todo
ambrose-bierce_poetry,039-to-a-summer-poet.md,0.9,todo
ambrose-bierce_poetry,040-arthur-mcewen.md,0.4,todo
ambrose-bierce_poetry,041-charles-and-peter.md,1.5,todo
ambrose-bierce_poetry,042-contemplation.md,0.6,todo
ambrose-bierce_poetry,043-the-golden-age.md,1.0,todo
ambrose-bierce_poetry,044-a-prophet-of-peace.md,1.2,todo
ambrose-bierce_poetry,045-an-unreformable-reformer.md,1.7,todo
ambrose-bierce_poetry,046-the-word-way-in-panama.md,2.4,todo
ambrose-bierce_poetry,047-the-jack-of-clubs.md,1.5,todo
ambrose-bierce_poetry,048-a-naval-method.md,1.8,todo
ambrose-bierce_poetry,049-another-aspirant.md,1.4,todo
ambrose-bierce_poetry,050-a-learner.md,0.6,todo
ambrose-bierce_poetry,051-to-bridget.md,0.8,todo
ambrose-bierce_poetry,052-after-tennyson.md,1.0,todo
ambrose-bierce_poetry,053-to-my-bird.md,0.8,todo
ambrose-bierce_poetry,054-business.md,0.9,todo
ambrose-bierce_poetry,055-a-possibility.md,0.6,todo
ambrose-bierce_poetry,056-to-a-censor.md,2.9,todo
ambrose-bierce_poetry,057-the-whole-world-kin.md,0.5,todo
ambrose-bierce_poetry,058-a-future-conversation.md,1.8,todo
ambrose-bierce_poetry,059-the-hesitating-veteran.md,2.3,todo
ambrose-bierce_poetry,060-a-year-s-casualties.md,0.5,todo
ambrose-bierce_poetry,061-inspiration.md,0.3,todo
ambrose-bierce_poetry,062-to-day.md,0.8,todo
ambrose-bierce_poetry,063-an-alibi.md,6.4,todo
ambrose-bierce_poetry,064-a-meeting.md,1.4,todo
ambrose-bierce_poetry,065-j-f-b.md,0.6,todo
ambrose-bierce_poetry,066-the-dying-statesman.md,0.7,todo
ambrose-bierce_poetry,067-the-death-of-grant.md,1.2,todo
ambrose-bierce_poetry,068-the-fountain-refilled.md,3.7,todo
ambrose-bierce_poetry,069-laus-lucis.md,1.1,todo
ambrose-bierce_poetry,070-nanine.md,0.4,todo
ambrose-bierce_poetry,071-technology.md,1.7,todo
ambrose-bierce_poetry,072-a-reply-to-a-letter.md,2.3,todo
ambrose-bierce_poetry,073-to-oscar-wilde.md,0.6,todo
ambrose-bierce_poetry,074-born-leaders-of-men.md,0.8,todo
ambrose-bierce_poetry,075-the-crime-of-1903.md,1.9,todo
ambrose-bierce_poetry,076-for-expulsion.md,1.4,todo
ambrose-bierce_poetry,077-judex-jocosus.md,0.6,todo
ambrose-bierce_poetry,078-graft.md,0.4,todo
ambrose-bierce_poetry,079-the-tale-of-a-crime.md,2.0,todo
ambrose-bierce_poetry,080-to-the-bartholdi-statue.md,0.8,todo
ambrose-bierce_poetry,081-an-unmerry-christmas.md,2.1,todo
ambrose-bierce_poetry,082-an-inscription.md,0.3,todo
ambrose-bierce_poetry,083-from-virginia-to-paris.md,0.9,todo
ambrose-bierce_poetry,084-a-mute-inglorious-milton.md,0.7,todo
ambrose-bierce_poetry,085-the-free-trader-s-lament.md,1.3,todo
ambrose-bierce_poetry,086-subterranean-phantasies.md,2.4,todo
ambrose-bierce_poetry,087-in-memoriam.md,2.1,todo
ambrose-bierce_poetry,088-the-statesmen.md,1.6,todo
ambrose-bierce_poetry,089-brothers.md,0.9,todo
ambrose-bierce_poetry,090-the-cynic-s-bequest.md,7.0,todo
ambrose-bierce_poetry,091-corrected-news.md,0.7,todo
ambrose-bierce_poetry,092-justice.md,0.8,todo
ambrose-bierce_poetry,093-mr-fink-s-debating-donkey.md,4.7,todo
ambrose-bierce_poetry,094-to-my-laundress.md,0.6,todo
ambrose-bierce_poetry,095-fame.md,2.1,todo
ambrose-bierce_poetry,096-omnes-vanitas.md,0.3,todo
ambrose-bierce_poetry,097-the-new-ulalume.md,0.4,todo
ambrose-bierce_poetry,098-consolation.md,0.3,todo
ambrose-bierce_poetry,099-fate.md,0.6,todo
ambrose-bierce_poetry,100-philosopher-bimm.md,0.8,todo
ambrose-bierce_poetry,101-reminded.md,1.3,todo
ambrose-bierce_poetry,102-salvini-in-america.md,1.3,todo
ambrose-bierce_poetry,103-another-way.md,0.5,todo
ambrose-bierce_poetry,104-art.md,0.3,todo
ambrose-bierce_poetry,105-to-one-across-the-way.md,0.6,todo
ambrose-bierce_poetry,106-to-a-debtor-abroad.md,0.5,todo
ambrose-bierce_poetry,107-genesis.md,0.7,todo
ambrose-bierce_poetry,108-liberty.md,0.8,todo
ambrose-bierce_poetry,109-the-passing-of-shepherd.md,2.7,todo
ambrose-bierce_poetry,110-to-maude.md,0.6,todo
ambrose-bierce_poetry,111-the-birth-of-virtue.md,0.5,todo
ambrose-bierce_poetry,112-the-scurril-press.md,2.9,todo
ambrose-bierce_poetry,113-stanley.md,1.2,todo
ambrose-bierce_poetry,114-one-of-the-unfair-sex.md,0.7,todo
ambrose-bierce_poetry,115-the-lord-s-prayer-on-a-coin.md,0.5,todo
ambrose-bierce_poetry,116-an-absurdum.md,1.6,todo
ambrose-bierce_poetry,117-saith-the-czar.md,0.6,todo
ambrose-bierce_poetry,118-the-royal-jester.md,4.0,todo
ambrose-bierce_poetry,119-a-career-in-letters.md,1.3,todo
ambrose-bierce_poetry,120-the-following-pair.md,0.5,todo
ambrose-bierce_poetry,121-political-economy.md,1.2,todo
ambrose-bierce_poetry,122-the-unpardonable-sin.md,1.2,todo
ambrose-bierce_poetry,123-industrial-discontent.md,1.3,todo
ambrose-bierce_poetry,124-tempora-mutantur.md,0.9,todo
ambrose-bierce_poetry,125-a-false-alarm.md,0.6,todo
ambrose-bierce_poetry,126-contentment.md,1.4,todo
ambrose-bierce_poetry,127-constancy.md,0.7,todo
ambrose-bierce_poetry,128-the-new-enoch-arden.md,1.7,todo
ambrose-bierce_poetry,129-disavowal.md,0.7,todo
ambrose-bierce_poetry,130-an-average.md,0.3,todo
ambrose-bierce_poetry,131-incurable.md,0.3,todo
ambrose-bierce_poetry,132-the-pun.md,1.1,todo
ambrose-bierce_poetry,133-to-nanine.md,0.6,todo
ambrose-bierce_poetry,134-vice-versa.md,1.0,todo
ambrose-bierce_poetry,135-a-blacklist.md,0.6,todo
ambrose-bierce_poetry,136-authority.md,0.9,todo
ambrose-bierce_poetry,137-the-psoriad.md,3.8,todo
ambrose-bierce_poetry,138-peace.md,0.3,todo
ambrose-bierce_poetry,139-thanksgiving.md,2.7,todo
ambrose-bierce_poetry,140-l-audace.md,0.8,todo
ambrose-bierce_poetry,141-the-god-s-view-point.md,2.7,todo
ambrose-bierce_poetry,142-the-aesthetes.md,0.4,todo
ambrose-bierce_poetry,143-with-mine-own-petard.md,1.7,todo
ambrose-bierce_poetry,144-restored.md,1.0,todo
ambrose-bierce_poetry,145-sires-and-sons.md,0.6,todo
ambrose-bierce_poetry,146-a-challenge.md,1.0,todo
ambrose-bierce_poetry,147-two-shows.md,1.2,todo
ambrose-bierce_poetry,148-a-poet-s-hope.md,1.7,todo
ambrose-bierce_poetry,149-the-woman-and-the-devil.md,0.7,todo
ambrose-bierce_poetry,150-two-rogues.md,1.3,todo
ambrose-bierce_poetry,151-the-pied-piper-of-brooklyn.md,0.5,todo
ambrose-bierce_poetry,152-not-guilty.md,0.4,todo
ambrose-bierce_poetry,153-presentiment.md,0.7,todo
ambrose-bierce_poetry,154-a-study-in-gray.md,1.5,todo
ambrose-bierce_poetry,155-for-merit.md,0.4,todo
ambrose-bierce_poetry,156-a-bit-of-science.md,0.5,todo
ambrose-bierce_poetry,157-the-tables-turned.md,0.6,todo
ambrose-bierce_poetry,158-to-a-dejected-poet.md,0.6,todo
ambrose-bierce_poetry,159-the-humorist.md,0.7,todo
ambrose-bierce_poetry,160-montefiore.md,0.7,todo
ambrose-bierce_poetry,161-discretion.md,0.4,todo
ambrose-bierce_poetry,162-an-exile.md,0.6,todo
ambrose-bierce_poetry,163-the-division-superintendent.md,0.6,todo
ambrose-bierce_poetry,164-to-a-professional-eulogist.md,1.4,todo
ambrose-bierce_poetry,165-election-day.md,1.4,todo
ambrose-bierce_poetry,166-the-militiaman.md,0.7,todo
ambrose-bierce_poetry,167-a-welcome.md,0.9,todo
ambrose-bierce_poetry,168-a-serenade.md,0.4,todo
ambrose-bierce_poetry,169-the-wise-and-good.md,1.2,todo
ambrose-bierce_poetry,170-the-lost-colonel.md,2.1,todo
ambrose-bierce_poetry,171-for-tat.md,0.5,todo
ambrose-bierce_poetry,172-a-dilemma.md,1.8,todo
ambrose-bierce_poetry,173-metempsychosis.md,0.4,todo
ambrose-bierce_poetry,174-the-saint-and-the-monk.md,1.8,todo
ambrose-bierce_poetry,175-the-opposing-sex.md,0.6,todo
ambrose-bierce_poetry,176-in-high-life.md,1.0,todo
ambrose-bierce_poetry,177-a-whipper-in.md,1.5,todo
ambrose-bierce_poetry,178-judgment.md,0.3,todo
ambrose-bierce_poetry,179-a-bubble.md,1.3,todo
ambrose-bierce_poetry,180-francine.md,0.6,todo
ambrose-bierce_poetry,181-an-example.md,0.3,todo
ambrose-bierce_poetry,182-revenge.md,0.9,todo
ambrose-bierce_poetry,183-the-genesis-of-embarrassment.md,0.7,todo
ambrose-bierce_poetry,184-in-contumaciam.md,0.4,todo
ambrose-bierce_poetry,185-from-the-minutes.md,1.0,todo
ambrose-bierce_poetry,186-a-woman-in-politics.md,1.6,todo
ambrose-bierce_poetry,187-a-ballad-of-pikeville.md,2.7,todo
ambrose-bierce_poetry,188-an-augury.md,0.4,todo
ambrose-bierce_poetry,189-lusus-politicus.md,1.9,todo
ambrose-bierce_poetry,190-bereavement.md,1.0,todo
ambrose-bierce_poetry,191-a-pickbrain.md,0.3,todo
ambrose-bierce_poetry,192-the-naval-constructor.md,0.9,todo
ambrose-bierce_poetry,193-detected.md,0.2,todo
ambrose-bierce_poetry,194-bimetalism.md,1.2,todo
ambrose-bierce_poetry,195-two-methods.md,0.3,todo
ambrose-bierce_poetry,196-foundations-of-the-state.md,1.4,todo
ambrose-bierce_poetry,197-an-imposter.md,0.7,todo
ambrose-bierce_poetry,198-france.md,0.7,todo
ambrose-bierce_poetry,199-a-guest.md,0.8,todo
ambrose-bierce_poetry,200-a-false-prophecy.md,0.7,todo
ambrose-bierce_poetry,201-a-song-of-the-many.md,0.8,todo
ambrose-bierce_poetry,202-one-morning.md,0.6,todo
ambrose-bierce_poetry,203-the-king-of-bores.md,0.6,todo
ambrose-bierce_poetry,204-history.md,0.9,todo
ambrose-bierce_poetry,205-the-hermit.md,1.0,todo
ambrose-bierce_poetry,206-the-yearly-lie.md,1.2,todo
ambrose-bierce_poetry,207-an-apologue.md,0.4,todo
ambrose-bierce_poetry,208-diagnosis.md,0.4,todo
ambrose-bierce_poetry,209-fallen.md,0.4,todo
ambrose-bierce_poetry,210-dies-irae.md,4.5,todo
ambrose-bierce_poetry,211-one-mood-s-expression.md,0.6,todo
ambrose-bierce_poetry,212-something-in-the-papers.md,1.0,todo
ambrose-bierce_poetry,213-the-binnacle.md,0.7,todo
ambrose-bierce_poetry,214-one-president.md,0.6,todo
ambrose-bierce_poetry,215-the-bride.md,0.4,todo
ambrose-bierce_poetry,216-the-man-born-blind.md,1.9,todo
ambrose-bierce_poetry,217-a-nightmare.md,0.5,todo
ambrose-bierce_poetry,218-a-wet-season.md,0.7,todo
ambrose-bierce_poetry,219-the-confederate-flags.md,1.9,todo
ambrose-bierce_poetry,220-haec-fabula-docet.md,0.6,todo
ambrose-bierce_poetry,221-again.md,1.2,todo
ambrose-bierce_poetry,222-homo-podunkensis.md,0.9,todo
ambrose-bierce_poetry,223-a-social-call.md,1.5,todo
ambrose-bierce_poetry,224-my-day-of-life.md,1.3,todo
ambrose-bierce_poetry,225-the-scrap-heap.md,0.0,todo
ambrose-bierce_poetry,226-poesy.md,0.3,todo
ambrose-bierce_poetry,227-hospitality.md,0.2,todo
ambrose-bierce_poetry,228-magnanimity.md,0.2,todo
ambrose-bierce_poetry,229-understated.md,0.2,todo
ambrose-bierce_poetry,230-an-attorney-general.md,0.4,todo
ambrose-bierce_poetry,231-financial-news.md,0.2,todo
ambrose-bierce_poetry,232-aspiration.md,0.3,todo
ambrose-bierce_poetry,233-democracy.md,0.2,todo
ambrose-bierce_poetry,234-an-enemy-to-law-and-order.md,0.2,todo
ambrose-bierce_poetry,235-foresight.md,0.1,todo
ambrose-bierce_poetry,236-a-fair-division.md,0.3,todo
ambrose-bierce_poetry,237-a-lacking-factor.md,0.2,todo
ambrose-bierce_poetry,238-the-politician.md,0.1,todo
ambrose-bierce_poetry,239-elihu-root.md,0.2,todo
ambrose-bierce_poetry,240-an-error.md,0.3,todo
ambrose-bierce_poetry,241-vanished-at-cock-crow.md,0.2,todo
ambrose-bierce_poetry,242-woman.md,0.1,todo
ambrose-bierce_poetry,243-a-partisan-s-protest.md,0.1,todo
ambrose-bierce_poetry,244-a-bequest-to-music.md,0.2,todo
ambrose-bierce_poetry,245-oneiromancy.md,0.2,todo
ambrose-bierce_poetry,246-july-fourth.md,0.1,todo
ambrose-bierce_poetry,247-a-paradox.md,0.2,todo
ambrose-bierce_poetry,248-reedified.md,0.2,todo
ambrose-bierce_poetry,249-a-bulletin.md,0.1,todo
ambrose-bierce_poetry,250-an-inscription.md,0.2,todo
ambrose-bierce_poetry,251-an-erroneous-assumption.md,0.1,todo
ambrose-bierce_poetry,252-a-constructor.md,0.2,todo
ambrose-bierce_poetry,253-god-complies.md,0.2,todo
ambrose-bierce_poetry,254-in-articulo-mortis.md,0.2,todo
ambrose-bierce_poetry,255-the-discoverers.md,0.1,todo
ambrose-bierce_poetry,256-unexpounded.md,0.2,todo
ambrose-bierce_poetry,257-the-eastern-question.md,0.3,todo
ambrose-bierce_poetry,258-two-types.md,0.1,todo
ambrose-bierce_poetry,259-to-a-critic-of-tennyson.md,0.2,todo
ambrose-bierce_poetry,260-cooperation.md,0.2,todo
ambrose-bierce_poetry,261-humility.md,0.2,todo
ambrose-bierce_poetry,262-strained-relations.md,0.2,todo
ambrose-bierce_poetry,263-exoneration.md,0.2,todo
ambrose-bierce_poetry,264-after-portsmouth.md,0.2,todo
ambrose-bierce_poetry,265-a-voice-from-peking.md,0.2,todo
ambrose-bierce_poetry,266-a-pious-rite.md,0.3,todo
ambrose-bierce_poetry,267-justice.md,0.2,todo
ambrose-bierce_poetry,268-at-the-beach.md,0.2,todo
ambrose-bierce_poetry,269-an-infraction-of-the-rules.md,0.2,todo
ambrose-bierce_poetry,270-conversely.md,0.2,todo
ambrose-bierce_poetry,271-a-warning.md,0.2,todo
ambrose-bierce_poetry,272-psychographs.md,0.2,todo
ambrose-bierce_poetry,273-for-wounds.md,0.1,todo
ambrose-bierce_poetry,274-a-literary-method.md,0.2,todo
ambrose-bierce_poetry,275-back-to-nature.md,0.2,todo
ambrose-bierce_poetry,276-rudolph-block.md,0.2,todo
ambrose-bierce_poetry,277-boycott.md,0.2,todo
ambrose-bierce_poetry,278-to-her.md,0.1,todo
ambrose-bierce_poetry,279-creation.md,0.2,todo
ambrose-bierce_poetry,280-rebuke.md,0.1,todo
ambrose-bierce_poetry,281-prayer.md,0.1,todo
ambrose-bierce_poetry,282-the-long-fear.md,0.1,todo
ambrose-bierce_poetry,283-an-inspired-performance.md,0.2,todo
ambrose-bierce_poetry,284-sepulture.md,0.2,todo
ambrose-bierce_poetry,285-black-beetles-in-amber.md,0.0,todo
ambrose-bierce_poetry,286-black-beetles-in-amber-preface.md,2.1,todo
ambrose-bierce_poetry,287-avalon.md,1.8,todo
ambrose-bierce_poetry,288-cain.md,1.0,todo
ambrose-bierce_poetry,289-one-judge.md,0.9,todo
ambrose-bierce_poetry,290-an-obituarian.md,1.1,todo
ambrose-bierce_poetry,291-a-commuted-sentence.md,3.1,todo
ambrose-bierce_poetry,292-a-lifted-finger.md,2.6,todo
ambrose-bierce_poetry,293-two-delegates.md,1.9,todo
ambrose-bierce_poetry,294-matter-for-gratitude.md,2.0,todo
ambrose-bierce_poetry,295-three-kinds-of-a-rogue.md,4.6,todo
ambrose-bierce_poetry,296-a-man.md,2.6,todo
ambrose-bierce_poetry,297-ye-foe-to-cathaye.md,0.3,todo
ambrose-bierce_poetry,298-samuel-shortridge.md,0.2,todo
ambrose-bierce_poetry,299-at-a-national-encampment.md,1.5,todo
ambrose-bierce_poetry,300-theosophistry.md,1.0,todo
ambrose-bierce_poetry,301-azrael.md,1.2,todo
ambrose-bierce_poetry,302-competition.md,0.5,todo
ambrose-bierce_poetry,303-a-vision-of-doom.md,3.5,todo
ambrose-bierce_poetry,304-religious-progress.md,1.3,todo
ambrose-bierce_poetry,305-the-fall-of-miss-larkin.md,2.5,todo
ambrose-bierce_poetry,306-a-rendezvous.md,0.2,todo
ambrose-bierce_poetry,307-yorick.md,2.1,todo
ambrose-bierce_poetry,308-stanford-s-welcome.md,1.1,todo
ambrose-bierce_poetry,309-posterity-s-award.md,2.2,todo
ambrose-bierce_poetry,310-an-art-critic.md,0.7,todo
ambrose-bierce_poetry,311-the-spirit-of-a-sponge.md,0.8,todo
ambrose-bierce_poetry,312-ornithanthropos.md,0.4,todo
ambrose-bierce_poetry,313-to-e-s-salomon.md,2.4,todo
ambrose-bierce_poetry,314-dennis-kearney.md,0.2,todo
ambrose-bierce_poetry,315-finis-aeternitatis.md,2.4,todo
ambrose-bierce_poetry,316-the-veteran.md,0.5,todo
ambrose-bierce_poetry,317-an-exhibit.md,1.3,todo
ambrose-bierce_poetry,318-the-transmigrations-of-a-soul.md,3.0,todo
ambrose-bierce_poetry,319-indictment-on-evidence.md,2.1,todo
ambrose-bierce_poetry,320-to-an-aspirant.md,0.4,todo
ambrose-bierce_poetry,321-at-the-white-house.md,1.4,todo
ambrose-bierce_poetry,322-tidings-of-good.md,1.5,todo
ambrose-bierce_poetry,323-an-actor.md,0.9,todo
ambrose-bierce_poetry,324-famine-s-realm.md,2.0,todo
ambrose-bierce_poetry,325-the-mackaiad.md,3.8,todo
ambrose-bierce_poetry,326-a-song-in-praise.md,0.7,todo
ambrose-bierce_poetry,327-a-poet-s-father.md,1.4,todo
ambrose-bierce_poetry,328-a-coward.md,0.7,todo
ambrose-bierce_poetry,329-to-my-liars.md,3.0,todo
ambrose-bierce_poetry,330-phil-crimmins.md,0.3,todo
ambrose-bierce_poetry,331-on-the-scales.md,1.4,todo
ambrose-bierce_poetry,332-codex-honoris.md,0.8,todo
ambrose-bierce_poetry,333-to-w-h-l-b.md,0.2,todo
ambrose-bierce_poetry,334-emancipation.md,1.4,todo
ambrose-bierce_poetry,335-johndonkey.md,0.7,todo
ambrose-bierce_poetry,336-hell.md,0.9,todo
ambrose-bierce_poetry,337-by-false-pretenses.md,1.0,todo
ambrose-bierce_poetry,338-lucifer-of-the-torch.md,1.7,todo
ambrose-bierce_poetry,339-the-whirligig-of-time.md,0.2,todo
ambrose-bierce_poetry,340-a-railroad-lackey.md,2.4,todo
ambrose-bierce_poetry,341-the-legatee.md,1.1,todo
ambrose-bierce_poetry,342-died-of-a-rose.md,0.5,todo
ambrose-bierce_poetry,343-a-literary-hangman.md,0.1,todo
ambrose-bierce_poetry,344-at-the-eleventh-hour.md,0.9,todo
ambrose-bierce_poetry,345-a-controversialist.md,0.5,todo
ambrose-bierce_poetry,346-mendax.md,1.3,todo
ambrose-bierce_poetry,347-the-retrospective-bird.md,0.6,todo
ambrose-bierce_poetry,348-the-oakland-dog.md,2.6,todo
ambrose-bierce_poetry,349-the-unfallen-brave.md,0.7,todo
ambrose-bierce_poetry,350-a-celebrated-case.md,2.3,todo
ambrose-bierce_poetry,351-couplets.md,1.1,todo
ambrose-bierce_poetry,352-a-retort.md,0.8,todo
ambrose-bierce_poetry,353-a-vision-of-resurrection.md,2.2,todo
ambrose-bierce_poetry,354-master-of-three-arts.md,1.3,todo
ambrose-bierce_poetry,355-thersites.md,0.7,todo
ambrose-bierce_poetry,356-a-society-leader.md,2.4,todo
